team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PHI,2022,PHI,PHI,Team Level,all,6,0.48,0.42,0.43,21600.0,161.25,17.33,11.16,37.3,5.42,87.16,64.63,16.89,17.38,16.94,168.0,55.0,70.0,293.0,17.0,16.0,3.0,39.0,5.0,57.0,89.0,151.0,206.0,25.0,65.0,151.0,147.0,28.0,50.0,167.0,35.0,21.0,4.58,4.26,8.48,7.0,3.0,7.0,293.61,223.0,222.66,26.0,2.5,4.33,4.33,15.49,15.58,15.38,211.29,18.74,15.28,49.43,7.08,118.13,83.34,18.09,18.74,18.08,198.0,94.0,110.0,402.0,14.0,19.0,0.0,46.0,9.0,105.0,99.0,184.0,278.0,26.0,67.0,213.0,136.0,38.0,37.0,215.0,64.0,13.0,6.7,8.11,3.93,7.0,5.0,2.0,401.45,292.0,292.97,25.0,3.37,3.07,3.07,19.03,19.03,18.65
PHI,2022,PHI,PHI,Team Level,5on5,6,0.42,0.4,0.41,16745.0,117.84,10.09,7.79,28.26,3.89,64.85,48.13,9.88,10.15,9.94,125.0,38.0,51.0,214.0,10.0,10.0,3.0,34.0,3.0,40.0,66.0,115.0,153.0,24.0,63.0,118.0,140.0,21.0,38.0,128.0,24.0,11.0,3.66,2.95,3.48,4.0,2.0,4.0,214.6,163.0,162.66,24.0,1.62,3.22,3.22,8.49,8.57,8.51,166.78,13.67,11.59,39.96,5.46,92.42,66.9,13.13,13.67,13.12,161.0,69.0,85.0,315.0,9.0,14.0,0.0,40.0,6.0,81.0,80.0,152.0,221.0,23.0,61.0,163.0,124.0,30.0,28.0,173.0,49.0,8.0,5.37,6.32,1.98,7.0,2.0,0.0,314.45,230.0,230.97,21.0,2.4,2.47,2.47,13.59,13.59,13.32
PHI,2022,PHI,PHI,Team Level,4on5,6,0.28,0.21,0.26,1665.0,8.48,0.78,0.46,1.25,0.27,2.86,6.38,0.78,0.78,0.78,9.0,3.0,1.0,13.0,1.0,1.0,0.0,1.0,0.0,3.0,6.0,8.0,11.0,0.0,0.0,6.0,3.0,5.0,1.0,10.0,1.0,1.0,0.26,0.2,0.33,0.0,1.0,0.0,13.0,12.0,12.0,1.0,0.11,0.07,0.07,0.83,0.83,0.83,25.34,2.0,2.52,5.88,0.92,15.54,8.15,1.92,2.0,1.92,20.0,15.0,15.0,50.0,3.0,4.0,0.0,2.0,1.0,16.0,9.0,17.0,32.0,2.0,4.0,21.0,2.0,2.0,4.0,27.0,7.0,1.0,0.86,0.83,0.32,0.0,2.0,1.0,50.0,35.0,35.0,0.0,0.67,0.21,0.21,2.45,2.45,2.37
PHI,2022,PHI,PHI,Team Level,5on4,6,0.86,0.86,0.84,1903.0,26.74,3.62,2.34,6.33,0.91,15.64,8.16,3.43,3.62,3.43,25.0,12.0,12.0,49.0,4.0,4.0,0.0,3.0,2.0,12.0,12.0,21.0,33.0,1.0,2.0,16.0,1.0,1.0,8.0,25.0,6.0,6.0,0.51,0.64,2.48,2.0,0.0,2.0,49.0,37.0,37.0,0.0,0.59,0.91,0.91,3.3,3.3,3.21,5.33,0.6,0.28,0.75,0.17,1.57,3.63,0.6,0.6,0.6,6.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,6.0,7.0,1.0,2.0,20.0,6.0,4.0,4.0,3.0,4.0,0.0,0.14,0.46,0.0,0.0,0.0,0.0,8.0,7.0,7.0,4.0,0.06,0.0,0.0,0.67,0.67,0.66
VGK,2022,VGK,VGK,Team Level,other,8,0.6,0.36,0.42,1395.0,9.88,3.72,0.5,1.32,0.31,5.02,4.13,3.72,3.72,3.72,10.0,5.0,6.0,21.0,2.0,0.0,0.0,0.0,1.0,4.0,8.0,8.0,13.0,0.0,0.0,13.0,9.0,3.0,5.0,9.0,0.0,6.0,0.28,0.0,3.44,1.0,0.0,1.0,21.0,15.0,15.0,3.0,0.13,0.0,0.0,3.85,3.85,3.85,15.77,2.49,1.43,2.83,0.56,9.05,4.63,2.47,2.49,2.47,13.0,8.0,17.0,38.0,0.0,3.0,0.0,4.0,0.0,9.0,5.0,13.0,21.0,0.0,0.0,11.0,3.0,2.0,4.0,15.0,2.0,4.0,0.43,0.29,1.77,0.0,0.0,0.0,38.0,21.0,21.0,2.0,0.39,0.81,0.81,2.07,2.07,2.07
VGK,2022,VGK,VGK,Team Level,all,8,0.58,0.49,0.52,28800.0,261.57,28.72,18.55,59.36,8.75,141.92,103.7,27.52,29.25,28.02,270.0,91.0,123.0,484.0,26.0,19.0,3.0,60.0,11.0,113.0,132.0,244.0,335.0,20.0,40.0,248.0,182.0,53.0,52.0,250.0,78.0,33.0,7.92,9.36,11.44,13.0,4.0,9.0,500.33,361.0,371.33,27.0,4.02,3.57,3.57,29.16,29.73,28.79,233.98,21.12,16.57,56.33,7.94,133.11,95.92,20.49,20.72,20.1,237.0,94.0,168.0,499.0,16.0,19.0,3.0,74.0,9.0,92.0,121.0,221.0,315.0,27.0,52.0,222.0,239.0,72.0,71.0,255.0,55.0,21.0,7.64,6.38,7.1,1.0,9.0,6.0,485.56,331.0,323.1,37.0,3.62,3.59,3.59,21.16,20.74,20.35
VGK,2022,VGK,VGK,Team Level,5on5,8,0.57,0.49,0.52,23079.0,213.38,19.78,15.18,50.15,7.15,114.91,85.84,19.0,20.31,19.5,217.0,76.0,101.0,394.0,19.0,17.0,2.0,50.0,8.0,92.0,107.0,198.0,274.0,19.0,38.0,190.0,165.0,47.0,42.0,206.0,67.0,20.0,6.74,7.94,5.1,12.0,3.0,4.0,410.33,293.0,303.33,22.0,3.17,2.88,2.88,20.07,20.64,20.1,192.52,15.16,12.83,47.71,6.44,109.64,81.22,14.64,14.75,14.25,191.0,82.0,129.0,402.0,11.0,13.0,3.0,66.0,7.0,72.0,104.0,180.0,262.0,25.0,48.0,170.0,228.0,62.0,61.0,216.0,46.0,11.0,6.6,5.33,3.24,1.0,8.0,2.0,388.56,273.0,265.1,33.0,2.63,2.18,2.18,15.62,15.2,14.86
VGK,2022,VGK,VGK,Team Level,4on5,8,0.18,0.13,0.18,1674.0,4.83,0.68,0.29,0.6,0.14,1.33,2.96,0.68,0.68,0.68,6.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,6.0,1.0,2.0,10.0,3.0,2.0,1.0,3.0,2.0,1.0,0.15,0.3,0.23,0.0,0.0,0.0,7.0,6.0,6.0,1.0,0.07,0.0,0.0,0.74,0.74,0.74,20.28,3.0,1.89,4.79,0.66,11.82,5.84,2.91,3.0,2.91,26.0,2.0,21.0,49.0,5.0,3.0,0.0,3.0,1.0,9.0,7.0,21.0,23.0,2.0,4.0,22.0,2.0,0.0,4.0,18.0,4.0,6.0,0.5,0.41,2.1,0.0,1.0,4.0,49.0,28.0,28.0,0.0,0.5,0.6,0.6,2.9,2.9,2.86
VGK,2022,VGK,VGK,Team Level,5on4,8,0.91,0.86,0.84,2652.0,33.48,4.54,2.58,7.29,1.15,20.66,10.77,4.12,4.54,4.12,37.0,10.0,15.0,62.0,5.0,2.0,1.0,9.0,2.0,17.0,12.0,32.0,42.0,0.0,0.0,35.0,5.0,1.0,4.0,32.0,9.0,6.0,0.75,1.13,2.67,0.0,1.0,4.0,62.0,47.0,47.0,1.0,0.66,0.7,0.7,4.5,4.5,4.1,5.41,0.47,0.42,1.0,0.28,2.6,4.23,0.47,0.47,0.47,7.0,2.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,7.0,9.0,0.0,0.0,19.0,6.0,8.0,2.0,6.0,3.0,0.0,0.12,0.35,0.0,0.0,0.0,0.0,10.0,9.0,9.0,2.0,0.1,0.0,0.0,0.56,0.56,0.56
NJD,2022,NJD,NJD,Team Level,other,7,0.57,0.45,0.53,1237.0,11.99,3.35,0.7,2.36,0.38,5.22,3.98,3.14,3.35,3.14,10.0,6.0,3.0,19.0,1.0,1.0,0.0,1.0,1.0,6.0,6.0,9.0,15.0,0.0,0.0,11.0,5.0,1.0,2.0,5.0,6.0,5.0,0.22,0.73,2.4,0.0,0.0,1.0,19.0,16.0,16.0,0.0,0.21,0.31,0.31,3.25,3.25,3.04,9.89,2.51,0.77,1.98,0.35,5.54,2.84,2.35,2.51,2.35,10.0,4.0,9.0,23.0,3.0,3.0,1.0,0.0,0.0,5.0,3.0,7.0,11.0,1.0,2.0,7.0,8.0,0.0,3.0,4.0,7.0,3.0,0.18,0.78,1.55,0.0,1.0,2.0,23.0,14.0,14.0,1.0,0.25,0.75,0.75,2.01,2.01,1.92
NJD,2022,NJD,NJD,Team Level,all,7,0.65,0.61,0.62,25200.0,269.94,27.47,17.87,62.6,9.08,145.95,105.03,25.95,27.36,25.83,278.0,90.0,116.0,484.0,23.0,30.0,4.0,75.0,7.0,116.0,117.0,255.0,345.0,27.0,57.0,230.0,138.0,36.0,65.0,249.0,95.0,24.0,7.56,11.68,8.23,6.0,10.0,7.0,485.99,368.0,371.21,33.0,3.93,5.52,5.52,25.87,25.73,24.94,158.25,14.59,10.94,36.87,5.48,89.87,66.25,14.08,14.7,14.18,150.0,74.0,88.0,312.0,22.0,14.0,3.0,43.0,2.0,63.0,80.0,128.0,202.0,26.0,55.0,187.0,207.0,23.0,72.0,171.0,39.0,14.0,4.99,4.52,5.08,11.0,5.0,6.0,312.25,224.0,224.43,33.0,2.46,3.59,3.59,13.46,13.52,13.27
NJD,2022,NJD,NJD,Team Level,5on5,7,0.69,0.64,0.66,20071.0,225.36,20.34,14.32,53.4,7.6,122.03,90.31,19.25,20.24,19.14,232.0,76.0,100.0,408.0,18.0,25.0,3.0,65.0,5.0,95.0,100.0,214.0,290.0,25.0,53.0,170.0,125.0,28.0,51.0,216.0,78.0,14.0,6.64,9.54,4.16,5.0,10.0,3.0,409.99,308.0,311.21,28.0,2.97,4.57,4.57,18.74,18.6,18.13,113.61,9.07,7.37,27.96,4.01,64.8,48.78,8.91,9.17,9.01,104.0,58.0,70.0,232.0,16.0,7.0,2.0,34.0,1.0,47.0,57.0,88.0,146.0,24.0,51.0,146.0,186.0,17.0,64.0,128.0,27.0,7.0,3.89,3.1,2.08,10.0,3.0,3.0,232.25,162.0,162.43,31.0,1.52,1.86,1.86,8.73,8.78,8.72
NJD,2022,NJD,NJD,Team Level,4on5,7,0.11,0.06,0.05,2144.0,1.65,0.29,0.08,0.21,0.05,0.4,0.98,0.29,0.29,0.29,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,26.0,6.0,6.0,4.0,1.0,0.0,1.0,0.03,0.0,0.26,1.0,0.0,0.0,3.0,2.0,2.0,4.0,0.02,0.0,0.0,0.31,0.31,0.31,26.6,2.44,2.37,5.55,0.82,16.42,8.4,2.25,2.44,2.25,27.0,9.0,8.0,44.0,2.0,4.0,0.0,8.0,1.0,10.0,11.0,25.0,34.0,1.0,2.0,19.0,4.0,2.0,4.0,29.0,4.0,3.0,0.71,0.5,1.23,1.0,0.0,1.0,44.0,36.0,36.0,0.0,0.6,0.98,0.98,2.06,2.06,1.97
NJD,2022,NJD,NJD,Team Level,5on4,7,0.86,0.81,0.78,1748.0,30.94,3.48,2.77,6.63,1.06,18.29,9.76,3.27,3.48,3.27,34.0,8.0,12.0,54.0,3.0,4.0,1.0,9.0,1.0,14.0,11.0,31.0,39.0,2.0,4.0,23.0,2.0,1.0,8.0,27.0,11.0,4.0,0.66,1.41,1.41,0.0,0.0,3.0,54.0,42.0,42.0,1.0,0.73,0.65,0.65,3.57,3.57,3.47,8.15,0.57,0.42,1.37,0.3,3.1,6.23,0.57,0.57,0.57,9.0,3.0,1.0,13.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,8.0,11.0,0.0,0.0,15.0,9.0,4.0,1.0,10.0,1.0,1.0,0.22,0.14,0.21,0.0,1.0,0.0,13.0,12.0,12.0,1.0,0.09,0.0,0.0,0.67,0.67,0.66
VAN,2022,VAN,VAN,Team Level,other,7,0.21,0.49,0.51,1100.0,14.18,1.02,1.04,3.08,0.53,9.12,5.21,1.01,1.02,1.01,11.0,9.0,5.0,25.0,0.0,1.0,0.0,2.0,2.0,9.0,6.0,11.0,20.0,1.0,2.0,10.0,3.0,4.0,1.0,17.0,1.0,2.0,0.47,0.1,0.45,0.0,0.0,0.0,25.0,20.0,20.0,0.0,0.3,0.23,0.23,1.08,1.08,1.08,14.04,3.73,0.83,2.1,0.42,6.57,5.35,3.65,3.73,3.65,14.0,5.0,7.0,26.0,4.0,1.0,1.0,1.0,1.0,8.0,4.0,10.0,15.0,0.0,0.0,15.0,4.0,5.0,2.0,8.0,8.0,3.0,0.37,0.97,2.39,0.0,2.0,2.0,26.0,19.0,19.0,1.0,0.22,0.18,0.18,3.77,3.77,3.71
VAN,2022,VAN,VAN,Team Level,all,7,0.41,0.49,0.48,25583.0,201.59,16.73,13.75,47.26,6.61,114.3,80.35,16.06,17.28,16.57,203.0,76.0,107.0,386.0,18.0,21.0,3.0,47.0,10.0,87.0,96.0,185.0,261.0,24.0,57.0,199.0,177.0,57.0,36.0,221.0,40.0,18.0,5.88,5.24,5.61,5.0,8.0,5.0,395.83,279.0,285.45,18.0,3.04,4.29,4.29,15.48,15.92,15.72,217.93,24.25,14.79,49.51,6.97,115.28,87.2,23.4,24.1,23.26,222.0,76.0,96.0,394.0,30.0,17.0,3.0,35.0,6.0,113.0,97.0,192.0,268.0,29.0,67.0,219.0,165.0,60.0,55.0,197.0,71.0,30.0,5.99,8.17,10.09,5.0,17.0,8.0,392.95,298.0,297.97,35.0,3.24,4.55,4.55,22.94,22.91,22.44
VAN,2022,VAN,VAN,Team Level,5on5,7,0.44,0.48,0.47,20682.0,154.16,12.96,9.97,37.12,4.95,84.52,62.48,12.34,13.51,12.86,156.0,56.0,87.0,299.0,13.0,16.0,3.0,41.0,7.0,61.0,74.0,143.0,199.0,19.0,47.0,147.0,165.0,44.0,27.0,163.0,38.0,11.0,4.67,5.04,3.26,4.0,7.0,2.0,308.83,212.0,218.45,16.0,2.05,3.57,3.57,11.44,11.87,11.7,177.14,16.76,11.77,42.53,5.7,94.22,71.01,16.17,16.62,16.02,177.0,65.0,79.0,321.0,16.0,14.0,1.0,30.0,5.0,93.0,84.0,161.0,226.0,29.0,67.0,171.0,156.0,48.0,50.0,169.0,52.0,21.0,5.06,5.91,5.79,3.0,10.0,3.0,319.95,242.0,241.97,33.0,2.46,3.82,3.82,15.4,15.37,15.06
VAN,2022,VAN,VAN,Team Level,4on5,7,0.1,0.12,0.12,1384.0,3.17,0.36,0.12,0.51,0.1,0.93,1.98,0.35,0.36,0.35,4.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,10.0,4.0,6.0,2.0,3.0,0.0,1.0,0.15,0.0,0.21,1.0,0.0,0.0,5.0,4.0,4.0,2.0,0.03,0.21,0.21,0.18,0.18,0.18,20.87,3.22,1.91,4.03,0.67,12.72,6.45,3.05,3.22,3.05,24.0,5.0,7.0,36.0,8.0,2.0,1.0,4.0,0.0,10.0,5.0,16.0,21.0,0.0,0.0,17.0,2.0,1.0,3.0,16.0,7.0,6.0,0.51,0.8,1.91,2.0,3.0,3.0,36.0,29.0,29.0,1.0,0.49,0.55,0.55,3.16,3.16,3.06
VAN,2022,VAN,VAN,Team Level,5on4,7,0.82,0.84,0.84,2417.0,30.08,2.39,2.61,6.55,1.03,19.73,10.68,2.36,2.39,2.36,32.0,11.0,14.0,57.0,4.0,3.0,0.0,4.0,1.0,17.0,14.0,28.0,39.0,3.0,6.0,32.0,5.0,3.0,6.0,38.0,1.0,4.0,0.6,0.1,1.69,0.0,1.0,3.0,57.0,43.0,43.0,0.0,0.67,0.28,0.28,2.78,2.78,2.77,5.88,0.54,0.27,0.86,0.18,1.76,4.38,0.54,0.54,0.54,7.0,1.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,6.0,0.0,0.0,16.0,3.0,6.0,0.0,4.0,4.0,0.0,0.05,0.49,0.0,0.0,2.0,0.0,11.0,8.0,8.0,0.0,0.07,0.0,0.0,0.61,0.61,0.61
CAR,2022,CAR,CAR,Team Level,other,6,0.28,0.24,0.2,492.0,2.62,0.72,0.19,0.35,0.07,0.85,0.81,0.72,0.72,0.72,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.25,0.48,0.0,0.0,0.0,5.0,3.0,3.0,1.0,0.06,0.0,0.0,0.78,0.78,0.78,9.12,1.86,0.61,1.58,0.29,4.56,3.09,1.82,1.86,1.82,8.0,4.0,4.0,16.0,2.0,1.0,0.0,0.0,1.0,3.0,5.0,6.0,10.0,0.0,0.0,9.0,2.0,4.0,2.0,6.0,4.0,2.0,0.27,0.44,1.15,0.0,1.0,1.0,16.0,12.0,12.0,0.0,0.16,0.36,0.36,1.65,1.65,1.64
CAR,2022,CAR,CAR,Team Level,all,6,0.59,0.63,0.62,21870.0,228.12,19.92,15.64,57.39,7.88,127.12,93.05,19.29,20.68,20.0,218.0,103.0,108.0,429.0,20.0,25.0,6.0,57.0,7.0,110.0,102.0,198.0,301.0,22.0,47.0,216.0,99.0,61.0,35.0,245.0,55.0,21.0,6.07,6.92,6.93,4.0,7.0,9.0,444.5,321.0,330.93,17.0,3.44,3.13,3.14,20.22,20.93,20.57,141.75,13.96,9.79,31.39,4.73,78.01,59.11,13.45,13.72,13.22,155.0,42.0,60.0,257.0,14.0,17.0,1.0,26.0,3.0,53.0,84.0,141.0,183.0,22.0,49.0,180.0,136.0,55.0,50.0,145.0,37.0,15.0,4.48,4.84,4.64,5.0,6.0,3.0,251.75,197.0,194.29,29.0,2.13,3.82,3.82,12.27,12.06,11.89
CAR,2022,CAR,CAR,Team Level,5on5,6,0.64,0.64,0.64,17203.0,183.99,15.23,12.12,48.63,6.34,100.32,74.35,14.64,15.99,15.36,176.0,81.0,94.0,351.0,15.0,25.0,6.0,46.0,4.0,90.0,77.0,161.0,242.0,21.0,45.0,172.0,91.0,48.0,32.0,192.0,50.0,15.0,5.12,6.28,3.83,4.0,7.0,4.0,366.5,257.0,266.93,15.0,2.52,3.13,3.14,14.61,15.32,15.01,102.93,8.54,6.9,24.34,3.45,57.12,43.65,8.19,8.31,7.96,111.0,33.0,51.0,195.0,6.0,11.0,0.0,23.0,2.0,44.0,58.0,105.0,138.0,19.0,43.0,129.0,123.0,38.0,42.0,118.0,18.0,8.0,3.63,2.51,2.4,5.0,1.0,0.0,189.75,144.0,141.29,26.0,1.42,2.42,2.42,7.54,7.33,7.23
CAR,2022,CAR,CAR,Team Level,4on5,6,0.12,0.25,0.26,2177.0,7.34,0.41,0.43,1.18,0.29,2.85,5.85,0.4,0.41,0.4,7.0,4.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,7.0,11.0,0.0,0.0,14.0,4.0,9.0,1.0,10.0,1.0,0.0,0.24,0.17,0.0,0.0,0.0,0.0,12.0,11.0,11.0,1.0,0.1,0.0,0.0,0.51,0.51,0.5,21.92,2.99,1.97,4.3,0.74,13.89,7.12,2.87,2.99,2.87,26.0,5.0,5.0,36.0,5.0,4.0,1.0,2.0,0.0,6.0,14.0,21.0,26.0,3.0,6.0,23.0,2.0,5.0,3.0,13.0,14.0,4.0,0.42,1.69,0.88,0.0,3.0,2.0,36.0,31.0,31.0,0.0,0.49,0.83,0.83,2.65,2.65,2.59
CAR,2022,CAR,CAR,Team Level,5on4,6,0.86,0.86,0.83,1998.0,34.16,3.55,2.9,7.23,1.18,23.09,12.04,3.52,3.55,3.52,32.0,18.0,11.0,61.0,5.0,0.0,0.0,9.0,3.0,16.0,17.0,27.0,45.0,1.0,2.0,24.0,4.0,1.0,1.0,43.0,2.0,5.0,0.71,0.23,2.62,0.0,0.0,5.0,61.0,50.0,50.0,0.0,0.77,0.0,0.0,4.32,4.32,4.28,7.79,0.57,0.31,1.17,0.25,2.44,5.26,0.56,0.57,0.56,10.0,0.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,9.0,9.0,0.0,0.0,19.0,9.0,8.0,3.0,8.0,1.0,1.0,0.17,0.2,0.21,0.0,1.0,0.0,10.0,10.0,10.0,3.0,0.07,0.21,0.21,0.43,0.43,0.43
